,Country,EdLevel,YearsCodePro,Salary
50232,United States of America,Bachelor’s degree,7.0,160000.0
50239,Australia,Bachelor’s degree,20.0,86853.0
50241,Germany,Post grad,12.0,32424.0
50242,Sweden,Bachelor’s degree,2.0,40808.0
50243,United States of America,Less than a Bachelors,13.0,155000.0
50244,India,Bachelor’s degree,15.0,90751.0
50245,India,Bachelor’s degree,15.0,146598.0
50246,Brazil,Bachelor’s degree,10.0,76968.0
50247,Brazil,Bachelor’s degree,4.0,32988.0
50248,United States of America,Bachelor’s degree,8.0,159000.0
50257,Brazil,Bachelor’s degree,30.0,60480.0
50258,United States of America,Bachelor’s degree,18.0,155000.0
50259,United States of America,Bachelor’s degree,16.0,101000.0
50260,United States of America,Bachelor’s degree,6.0,85555.0
50262,Brazil,Bachelor’s degree,26.0,18144.0
50268,Germany,Bachelor’s degree,6.0,77832.0
50269,France,Master’s degree,16.0,75669.0
50271,United States of America,Post grad,4.0,120000.0
50272,United States of America,Master’s degree,8.0,100000.0
50273,Brazil,Less than a Bachelors,5.0,14568.0
50276,United Kingdom of Great Britain and Northern Ireland,Master’s degree,15.0,96945.0
50278,United States of America,Bachelor’s degree,4.0,75000.0
50279,Sweden,Bachelor’s degree,3.0,46632.0
50280,Brazil,Bachelor’s degree,8.0,17868.0
50281,France,Master’s degree,3.0,42158.0
50285,Germany,Bachelor’s degree,4.0,75669.0
50286,France,Master’s degree,10.0,57292.0
50288,Brazil,Master’s degree,11.0,51408.0
50291,Brazil,Master’s degree,12.0,41232.0
50292,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,90482.0
50294,Brazil,Bachelor’s degree,19.0,20616.0
50297,Netherlands,Bachelor’s degree,10.0,70264.0
50298,Canada,Less than a Bachelors,1.0,37816.0
50302,Switzerland,Post grad,5.0,89451.0
50306,United States of America,Bachelor’s degree,23.0,180000.0
50308,Australia,Bachelor’s degree,7.0,69482.0
50311,United States of America,Less than a Bachelors,8.0,104000.0
50313,France,Master’s degree,18.0,31128.0
50314,India,Bachelor’s degree,8.0,27923.0
50323,Germany,Master’s degree,13.0,113503.0
50325,Germany,Master’s degree,4.0,59454.0
50331,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,84019.0
50334,Germany,Master’s degree,8.0,59454.0
50340,United States of America,Bachelor’s degree,8.0,180000.0
50341,Germany,Master’s degree,6.0,104423.0
50343,Germany,Bachelor’s degree,6.0,46698.0
50345,United States of America,Master’s degree,7.0,80000.0
50346,Netherlands,Master’s degree,6.0,43239.0
50354,Poland,Bachelor’s degree,4.0,51636.0
50357,United States of America,Bachelor’s degree,3.0,130000.0
50359,United States of America,Bachelor’s degree,3.0,100000.0
50362,Switzerland,Bachelor’s degree,7.0,96566.0
50369,United Kingdom of Great Britain and Northern Ireland,Master’s degree,15.0,70205.0
50370,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,90482.0
50372,United States of America,Bachelor’s degree,13.0,63315.0
50373,Sweden,Master’s degree,28.0,70572.0
50388,Spain,Master’s degree,0.5,19458.0
50397,United States of America,Bachelor’s degree,13.0,90000.0
50406,United States of America,Bachelor’s degree,14.0,105000.0
50407,Spain,Master’s degree,2.0,17296.0
50408,United States of America,Less than a Bachelors,0.5,96000.0
50412,United States of America,Bachelor’s degree,6.0,160000.0
50417,Russian Federation,Bachelor’s degree,2.0,11328.0
50418,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,44988.0
50421,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,69800.0
50422,Switzerland,Master’s degree,16.0,111814.0
50425,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,84019.0
50426,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,40070.0
50433,Germany,Less than a Bachelors,3.0,32424.0
50434,United States of America,Bachelor’s degree,5.0,100000.0
50436,United States of America,Bachelor’s degree,4.0,162000.0
50438,United States of America,Less than a Bachelors,4.0,105000.0
50439,Russian Federation,Bachelor’s degree,19.0,51901.0
50445,France,Master’s degree,1.0,39456.0
50447,United States of America,Master’s degree,12.0,135000.0
50448,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,193889.0
50449,United Kingdom of Great Britain and Northern Ireland,Post grad,14.0,48472.0
50450,United States of America,Bachelor’s degree,7.0,108000.0
50451,United States of America,Bachelor’s degree,5.0,70000.0
50453,United States of America,Less than a Bachelors,3.0,93000.0
50454,United States of America,Master’s degree,4.0,98000.0
50455,United States of America,Master’s degree,6.0,110000.0
50456,United States of America,Bachelor’s degree,12.0,139000.0
50458,Sweden,Bachelor’s degree,9.0,48480.0
50459,United States of America,Bachelor’s degree,6.0,110000.0
50460,Brazil,Bachelor’s degree,15.0,32988.0
50461,Sweden,Master’s degree,14.0,79776.0
50462,United States of America,Bachelor’s degree,30.0,95000.0
50463,United States of America,Less than a Bachelors,9.0,142500.0
50464,United States of America,Bachelor’s degree,2.0,84000.0
50466,United States of America,Bachelor’s degree,7.0,150000.0
50468,Canada,Less than a Bachelors,9.0,95000.0
50471,United States of America,Post grad,3.0,47000.0
50473,United States of America,Bachelor’s degree,3.0,75000.0
50474,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,90482.0
50475,United States of America,Master’s degree,5.0,135000.0
50476,United States of America,Less than a Bachelors,16.0,168000.0
50478,Canada,Bachelor’s degree,14.0,68068.0
50482,United States of America,Bachelor’s degree,25.0,95000.0
50484,United States of America,Bachelor’s degree,2.0,102000.0
50487,Canada,Bachelor’s degree,8.0,52942.0
50492,United States of America,Bachelor’s degree,8.0,150000.0
50493,United States of America,Master’s degree,5.0,140000.0
50494,United States of America,Bachelor’s degree,6.0,150000.0
50495,United Kingdom of Great Britain and Northern Ireland,Master’s degree,26.0,90482.0
50496,United States of America,Bachelor’s degree,11.0,135000.0
50497,Canada,Master’s degree,9.0,132355.0
50499,United States of America,Less than a Bachelors,35.0,150000.0
50500,United States of America,Bachelor’s degree,18.0,155000.0
50501,France,Master’s degree,9.0,69183.0
50503,Sweden,Master’s degree,21.0,60144.0
50504,United States of America,Bachelor’s degree,6.0,165000.0
50505,Germany,Less than a Bachelors,6.0,53136.0
50506,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,11.0,74970.0
50507,United States of America,Bachelor’s degree,28.0,100000.0
50509,Canada,Bachelor’s degree,8.0,64287.0
50510,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25.0,64630.0
50512,Canada,Less than a Bachelors,32.0,136136.0
50514,United States of America,Bachelor’s degree,10.0,108000.0
50515,India,Bachelor’s degree,2.0,16754.0
50518,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,42656.0
50523,Canada,Master’s degree,6.0,68068.0
50525,France,Master’s degree,7.0,86478.0
50526,United States of America,Bachelor’s degree,12.0,130000.0
50529,United States of America,Bachelor’s degree,13.0,105000.0
50530,Brazil,Less than a Bachelors,4.0,27492.0
50531,Canada,Bachelor’s degree,12.0,121010.0
50532,United States of America,Bachelor’s degree,3.0,102000.0
50533,United States of America,Master’s degree,25.0,210000.0
50534,Canada,Less than a Bachelors,15.0,88489.0
50536,United States of America,Bachelor’s degree,2.0,90000.0
50537,United States of America,Master’s degree,3.0,74000.0
50538,United States of America,Bachelor’s degree,15.0,160000.0
50539,Canada,Less than a Bachelors,8.0,93026.0
50540,United States of America,Bachelor’s degree,45.0,150000.0
50542,United States of America,Master’s degree,22.0,150000.0
50544,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,42.0,71093.0
50545,United States of America,Bachelor’s degree,5.0,78000.0
50547,United States of America,Bachelor’s degree,3.0,120000.0
50548,United States of America,Master’s degree,8.0,180000.0
50551,United States of America,Bachelor’s degree,4.0,95000.0
50552,Canada,Bachelor’s degree,4.0,79413.0
50553,United States of America,Less than a Bachelors,5.0,75000.0
50554,United States of America,Master’s degree,9.0,170000.0
50555,United States of America,Master’s degree,41.0,165000.0
50556,United States of America,Bachelor’s degree,3.0,80000.0
50558,Canada,Bachelor’s degree,5.0,71093.0
50561,United States of America,Bachelor’s degree,25.0,210000.0
50562,Canada,Bachelor’s degree,5.0,80169.0
50563,United States of America,Bachelor’s degree,30.0,100000.0
50564,Canada,Master’s degree,11.0,90758.0
50567,Germany,Master’s degree,4.0,73507.0
50568,United States of America,Master’s degree,15.0,160000.0
50569,United States of America,Less than a Bachelors,3.0,63617.0
50570,France,Master’s degree,3.0,60535.0
50571,United States of America,Less than a Bachelors,18.0,213900.0
50572,United States of America,Master’s degree,6.0,120000.0
50573,Canada,Bachelor’s degree,49.0,90758.0
50574,United States of America,Bachelor’s degree,21.0,145000.0
50575,Turkey,Bachelor’s degree,0.5,33528.0
50577,United States of America,Bachelor’s degree,4.0,120000.0
50578,Canada,Less than a Bachelors,5.0,46891.0
50579,United States of America,Bachelor’s degree,3.0,120000.0
50580,Spain,Post grad,6.0,67021.0
50582,United States of America,Bachelor’s degree,15.0,135000.0
50585,United States of America,Bachelor’s degree,6.0,203333.0
50589,United States of America,Bachelor’s degree,12.0,125000.0
50593,United States of America,Less than a Bachelors,26.0,116000.0
50595,Canada,Bachelor’s degree,21.0,113447.0
50597,United States of America,Bachelor’s degree,5.0,80000.0
50598,United States of America,Master’s degree,7.0,160000.0
50599,Canada,Bachelor’s degree,4.0,56723.0
50602,United States of America,Master’s degree,20.0,135000.0
50610,United States of America,Bachelor’s degree,4.0,70000.0
50611,Netherlands,Master’s degree,8.0,58368.0
50613,United States of America,Bachelor’s degree,0.5,81000.0
50614,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,64630.0
50615,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,33.0,50411.0
50621,Switzerland,Less than a Bachelors,6.0,69121.0
50625,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,90482.0
50627,United States of America,Master’s degree,20.0,135000.0
50630,United States of America,Bachelor’s degree,20.0,153000.0
50632,India,Bachelor’s degree,11.0,19142.0
50633,United States of America,Less than a Bachelors,6.0,80000.0
50638,Canada,Bachelor’s degree,1.0,83194.0
50643,United States of America,Master’s degree,15.0,70000.0
50644,France,Post grad,1.0,27240.0
50645,France,Master’s degree,0.5,17256.0
50646,United States of America,Bachelor’s degree,0.5,62000.0
50647,United States of America,Post grad,2.0,50000.0
50649,Germany,Bachelor’s degree,3.0,35304.0
50650,United States of America,Master’s degree,6.0,74500.0
50651,Spain,Master’s degree,12.0,140527.0
50652,Germany,Bachelor’s degree,4.0,54049.0
50654,United States of America,Master’s degree,12.0,250000.0
50655,Poland,Master’s degree,6.0,19740.0
50656,United States of America,Bachelor’s degree,3.0,64000.0
50657,United States of America,Less than a Bachelors,23.0,180000.0
50658,United States of America,Bachelor’s degree,16.0,110000.0
50659,United States of America,Bachelor’s degree,11.0,125000.0
50660,France,Master’s degree,23.0,81074.0
50661,Sweden,Bachelor’s degree,3.0,42960.0
50664,United States of America,Bachelor’s degree,3.0,86000.0
50667,Canada,Bachelor’s degree,20.0,161095.0
50669,United States of America,Less than a Bachelors,31.0,137000.0
50670,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,33.0,90482.0
50673,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,22.0,54288.0
50677,Germany,Less than a Bachelors,16.0,48644.0
50687,United States of America,Bachelor’s degree,22.0,120000.0
50690,United States of America,Bachelor’s degree,9.0,145000.0
50691,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,157696.0
50692,United States of America,Master’s degree,6.0,130000.0
50698,Netherlands,Bachelor’s degree,31.0,86478.0
50701,United States of America,Bachelor’s degree,9.0,110000.0
50709,Norway,Less than a Bachelors,5.0,90636.0
50710,United States of America,Bachelor’s degree,9.0,160000.0
50716,United States of America,Less than a Bachelors,4.0,67000.0
50718,France,Master’s degree,14.0,44268.0
50719,United States of America,Master’s degree,9.0,138000.0
50721,United States of America,Bachelor’s degree,5.0,68500.0
50722,Spain,Bachelor’s degree,1.0,17296.0
50724,Germany,Master’s degree,7.0,54480.0
50725,Poland,Master’s degree,17.0,65800.0
50728,United States of America,Bachelor’s degree,5.0,175000.0
50729,United States of America,Bachelor’s degree,16.0,140000.0
50730,United States of America,Post grad,10.0,170000.0
50738,United States of America,Bachelor’s degree,16.0,80000.0
50740,Germany,Master’s degree,4.0,64860.0
50741,Canada,Less than a Bachelors,5.0,30253.0
50742,Canada,Less than a Bachelors,25.0,56723.0
50744,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,78848.0
50745,United States of America,Bachelor’s degree,2.0,79000.0
50746,Canada,Master’s degree,4.0,68068.0
50748,United States of America,Bachelor’s degree,5.0,90000.0
50749,United States of America,Less than a Bachelors,38.0,250000.0
50750,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,15.0,71093.0
50752,United States of America,Post grad,30.0,150000.0
50753,Brazil,Bachelor’s degree,6.0,20064.0
50754,Brazil,Bachelor’s degree,10.0,41232.0
50756,Brazil,Bachelor’s degree,3.0,16488.0
50759,United States of America,Less than a Bachelors,23.0,175000.0
50761,United States of America,Bachelor’s degree,9.0,103000.0
50763,Germany,Bachelor’s degree,20.0,55776.0
50764,United States of America,Bachelor’s degree,20.0,99600.0
50767,Germany,Bachelor’s degree,10.0,77831.0
50768,United States of America,Less than a Bachelors,5.0,70000.0
50771,United States of America,Bachelor’s degree,7.0,89000.0
50773,United States of America,Bachelor’s degree,6.0,105000.0
50775,Brazil,Less than a Bachelors,1.0,21996.0
50776,Canada,Master’s degree,9.0,88489.0
50777,Australia,Bachelor’s degree,8.0,47412.0
50785,Brazil,Bachelor’s degree,6.0,21996.0
50788,United States of America,Bachelor’s degree,10.0,85000.0
50790,United States of America,Bachelor’s degree,23.0,190000.0
50796,Australia,Bachelor’s degree,8.0,80172.0
50798,France,Master’s degree,12.0,72426.0
50800,United States of America,Less than a Bachelors,16.0,150000.0
50801,Canada,Master’s degree,0.5,56723.0
50802,United States of America,Bachelor’s degree,0.5,45000.0
50803,Germany,Post grad,15.0,86478.0
50804,Turkey,Bachelor’s degree,2.0,29580.0
50805,Germany,Bachelor’s degree,4.0,58116.0
50810,United States of America,Bachelor’s degree,3.0,100000.0
50812,United States of America,Master’s degree,14.0,130000.0
50813,India,Master’s degree,10.0,41885.0
50815,United States of America,Bachelor’s degree,11.0,37440.0
50816,United Kingdom of Great Britain and Northern Ireland,Post grad,5.0,68507.0
50818,United States of America,Bachelor’s degree,2.0,70000.0
50821,United States of America,Bachelor’s degree,2.0,73500.0
50822,United States of America,Bachelor’s degree,17.0,190000.0
50824,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,107285.0
50825,United States of America,Post grad,8.0,205000.0
50826,United States of America,Master’s degree,12.0,175000.0
50827,Germany,Bachelor’s degree,7.0,51888.0
50828,United States of America,Less than a Bachelors,20.0,140000.0
50831,United States of America,Master’s degree,5.0,200000.0
50832,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,60752.0
